Wavelength	n	k
1.99362	1.43801	0.00004
1.99521	1.43799	0.00004
1.99681	1.43797	0.00004
1.9984	1.43795	0.00004
2	1.43793	0.00004
2.0016	1.43791	0.00004
2.00321	1.43789	0.00004
2.00481	1.43787	0.00004
2.00642	1.43784	0.00004
2.00803	1.43782	0.00004
2.00965	1.4378	0.00004
2.01126	1.43778	0.00004
2.01288	1.43776	0.00004
2.0145	1.43774	0.00004
2.01613	1.43771	0.00004
2.01776	1.43769	0.00004
2.01939	1.43767	0.00004
2.02102	1.43765	0.00004
2.02265	1.43763	0.00004
2.02429	1.4376	0.00004
2.02593	1.43758	0.00004
2.02758	1.43756	0.00004
2.02922	1.43754	0.00004
2.03087	1.43752	0.00004
2.03252	1.43749	0.00004
2.03417	1.43747	0.00004
2.03583	1.43745	0.00004
2.03749	1.43743	0.00004
2.03915	1.4374	0.00004
2.04082	1.43738	0.00004
2.04248	1.43736	0.00004
2.04415	1.43734	0.00004
2.04583	1.43731	0.00004
2.0475	1.43729	0.00004
2.04918	1.43727	0.00004
2.05086	1.43725	0.00004
2.05255	1.43722	0.00004
2.05423	1.4372	0.00004
2.05592	1.43718	0.00004
2.05761	1.43715	0.00004
2.05931	1.43713	0.00004
2.06101	1.43711	0.00004
2.06271	1.43708	0.00004
2.06441	1.43706	0.00004
2.06612	1.43704	0.00004
2.06782	1.43701	0.00004
2.06954	1.43699	0.00004
2.07125	1.43697	0.00004
2.07297	1.43694	0.00004
2.07469	1.43692	0.00004
2.07641	1.43689	0.00004
2.07814	1.43687	0.00004
2.07987	1.43685	0.00004
2.0816	1.43682	0.00004
2.08333	1.4368	0.00004
2.08507	1.43677	0.00004
2.08681	1.43675	0.00004
2.08855	1.43673	0.00004
2.0903	1.4367	0.00004
2.09205	1.43668	0.00004
2.0938	1.43665	0.00004
2.09556	1.43663	0.00004
2.09732	1.4366	0.00004
2.09908	1.43658	0.00004
2.10084	1.43655	0.00004
2.10261	1.43653	0.00005
2.10438	1.4365	0.00005
2.10615	1.43648	0.00005
2.10793	1.43645	0.00005
2.1097	1.43643	0.00005
2.11149	1.4364	0.00005
2.11327	1.43638	0.00005
2.11506	1.43635	0.00005
2.11685	1.43633	0.00005
2.11864	1.4363	0.00005
2.12044	1.43628	0.00005
2.12224	1.43625	0.00005
2.12404	1.43623	0.00005
2.12585	1.4362	0.00005
2.12766	1.43617	0.00005
2.12947	1.43615	0.00005
2.13129	1.43612	0.00005
2.13311	1.4361	0.00005
2.13493	1.43607	0.00005
2.13675	1.43604	0.00005
2.13858	1.43602	0.00005
2.14041	1.43599	0.00005
2.14225	1.43597	0.00005
2.14408	1.43594	0.00005
2.14592	1.43591	0.00005
2.14777	1.43589	0.00005
2.14961	1.43586	0.00005
2.15146	1.43583	0.00005
2.15332	1.43581	0.00005
2.15517	1.43578	0.00005
2.15703	1.43575	0.00005
2.15889	1.43573	0.00005
2.16076	1.4357	0.00005
2.16263	1.43567	0.00005
2.1645	1.43564	0.00005
